date,variant,equity,day_return,n_long,n_short
2025-10-28,A,864813.247890724,-0.000659906675146385,8,8
2025-10-29,A,866850.3530752473,0.0023555434534470177,8,8
2025-10-30,A,879006.098904295,0.014022888478875187,8,8
2025-10-31,A,877951.2915856099,0.0,8,8
2025-11-03,A,888107.3178959044,0.011567869889401824,8,8
2025-11-04,A,865953.3168759044,-0.024945184634315415,8,8
2025-11-05,A,870870.0331945487,0.0056778075940425304,8,8
2025-11-06,A,877175.6370797161,0.007240579701700112,8,8
2025-11-07,A,876123.0263152204,0.0,8,8
2025-11-10,A,870543.9951577482,-0.00636786272007514,8,8
2025-11-11,A,854622.6451477691,-0.018288966552568203,8,8
2025-11-12,A,874416.1229393776,0.023160488320767586,8,8
2025-11-13,A,883345.6215669849,0.010211955604833303,8,8
2025-11-14,A,882285.6068211045,0.0,8,8
2025-11-17,A,881343.4662170789,-0.0010678408405869894,8,8
2025-11-18,A,901290.7211584564,0.022632782457667422,8,8
2025-11-19,A,892957.8509560749,-0.009245485398619191,8,8
2025-11-20,A,863922.459307139,-0.032515971070580865,8,8
2025-11-21,A,862885.7523559704,0.0,8,8
2025-11-24,A,882596.3527414108,0.022842653655624448,8,8
2025-11-25,A,869590.1883984066,-0.01473625435070762,8,8
2025-11-26,A,867205.2650632695,-0.0027425830775869298,8,8
2025-11-27,A,853638.8529206594,-0.015643830462238315,8,8
2025-11-28,A,852614.4862971546,0.0,8,8
2025-12-01,A,861840.5226528207,0.01082087684873169,8,8
2025-12-02,A,871155.8922517528,0.010808692970549288,8,8
2025-12-03,A,875298.6445131713,0.004755466040309381,8,8
2025-12-04,A,881311.9639973975,0.006870020331826945,8,8
2025-12-05,A,880254.3896406007,0.0,8,8
2025-12-08,A,882677.9077684777,0.0027532019793352625,8,8
2025-12-09,A,878493.2742286525,-0.0047408386490656595,8,8
2025-12-10,A,882105.252352897,0.0041115603615928115,8,8
2025-12-11,A,896648.9364382862,0.016487470227159268,8,8
2025-12-12,A,895572.9577145603,0.0,8,8
2025-12-15,A,903705.2551693108,0.009080552717339277,8,8
2025-12-16,A,892335.781629082,-0.012580953220304905,8,8
2025-12-17,A,877249.9049265623,-0.01690605376709016,8,8
2025-12-18,A,888269.6212332881,0.012561661443153127,8,8
2025-12-19,A,887203.6976878082,0.0,8,8
2025-12-22,A,851921.2938775751,-0.03976809824190841,8,8
2025-12-23,A,848881.0406117265,-0.0035687020475924924,8,8
2025-12-24,A,842594.29521601,-0.007405920376294603,8,8
2025-12-25,A,842767.9042684595,0.00020604109645078195,8,8
2025-12-26,A,841756.5827833374,0.0,8,8
2025-12-29,A,849008.6294824736,0.00861537271874567,8,8
2025-12-30,A,843600.019541704,-0.006370500549642805,8,8
2025-12-31,A,842587.6995182539,0.0,8,8
2026-01-05,A,838855.2216217093,-0.004429779711570325,8,8
2026-01-06,A,838818.6777621043,-4.356396510746263e-05,8,8
2026-01-07,A,858052.4362116202,0.022929578178719046,8,8
2026-01-08,A,875958.6493777409,0.020868436951450492,8,8
2026-01-09,A,874907.4989984876,0.0,8,8
2026-01-12,A,847502.8740140625,-0.031322882722796944,8,8
2026-01-13,A,839427.1924177929,-0.009528795528468734,8,8
2026-01-14,A,833412.7270899041,-0.007164963658807991,8,8
2026-01-15,A,854721.3320826663,0.02556789007430592,8,8
2026-01-16,A,853695.6664841671,0.0,8,8
2026-01-19,A,823486.3707011539,-0.03538649306658215,8,8
2026-01-20,A,813058.7996552959,-0.012662712361565229,8,8
2026-01-21,A,796383.7183167468,-0.02050907184771722,8,8
2026-01-22,A,786460.1445543328,-0.012460794381116483,8,8
2026-01-23,A,785516.3923808676,0.0,8,8
2026-01-26,A,781215.494360124,-0.005475249227718609,8,8
2026-01-27,A,788275.2294460497,0.009036860042961684,8,8
2026-01-28,A,783604.1326513783,-0.0059257180996970665,8,8
2026-01-29,A,767127.117309047,-0.02102721853518072,8,8
2026-01-30,A,766206.5647682762,0.0,8,8
2026-02-02,A,766535.2225269477,0.0004289414549338705,8,8
2026-02-03,A,782633.9715318792,0.02100196903132584,8,8
2026-02-04,A,792011.138056165,0.011981548035707487,8,8
2026-02-05,A,783648.7334493387,-0.010558443189763886,8,8
2026-02-06,A,782708.3549691995,0.0,8,8
2026-02-09,A,787164.7098867558,0.005693506258447584,8,8
2026-02-10,A,765480.6280278306,-0.027547070627753106,8,8
2026-02-11,A,763530.1088966506,-0.0025480973126717626,8,8
2026-02-12,A,776772.2484446,0.01734331022922618,8,8
2026-02-13,A,775840.1217464665,0.0,8,8
2026-02-24,A,772450.762843042,-0.004368630608835786,8,8
2026-02-25,A,769838.9074275405,-0.0033812581217325527,8,8
2026-02-26,A,776760.9617560225,0.008991562080971571,8,8
2026-02-27,A,775828.8486019153,0.0,8,8
2026-03-02,A,781251.9203995465,0.0069900362784960784,8,8
2026-03-03,A,786317.8547578153,0.0064843800392552775,8,8
2026-03-04,A,783043.5022133334,-0.004164158965321144,8,8
2026-03-05,A,780047.1414586955,-0.003826557204252942,8,8
2026-03-06,A,779111.0848889451,0.0,8,8
2026-03-09,A,779610.5387531631,0.0006410560366872375,8,8
2026-03-10,A,772212.885941203,-0.009488908171753463,8,8
2026-03-11,A,767892.6469154437,-0.005594621773882466,8,8
2026-03-12,A,767754.3077382139,-0.00018015431946837024,8,8
2026-03-13,A,766833.0025689281,0.0,8,8
2026-03-16,A,760134.1326637777,-0.008735761088410093,8,8
2026-03-17,A,765171.0497617886,0.006626353010040109,8,8
2026-03-18,A,759130.1358885921,-0.007894854196427173,8,8
2026-03-19,A,758222.5301008968,-0.0011955865599156124,8,8
2026-03-20,A,757312.6630647758,0.0,8,8
2026-03-23,A,744697.2839325663,-0.01665808555366835,8,8
2026-03-24,A,738454.6648909791,-0.00838276058779408,8,8
2026-03-25,A,734277.3168831803,-0.005656878081223143,8,8
2026-03-26,A,732316.517067434,-0.0026703804824985827,8,8
2026-03-27,A,731437.7372469532,0.0,8,8
2026-03-30,A,733570.3469818082,0.0029156408348330193,8,8
2026-03-31,A,735153.4731455719,0.0021581109027611484,8,8
2026-04-01,A,727894.3941335278,-0.009874236165931416,8,8
2026-04-02,A,724283.224262747,-0.004961117848804847,8,8
2026-04-03,A,723414.0843936317,0.0,8,8
2026-04-07,A,720759.623961811,-0.003669351328770054,8,8
2026-04-08,A,709780.2769979648,-0.01523302166053056,8,8
2026-04-09,A,715740.7167573443,0.008397584368770347,8,8
2026-04-10,A,714881.8278972355,0.0,8,8
2026-04-13,A,711264.4767366145,-0.005060068698712186,8,8
2026-04-14,A,704754.6446476581,-0.009152477456521452,8,8
2026-04-15,A,695104.4976446601,-0.013692917210673533,8,8
2026-04-16,A,693614.3377868904,-0.002143792570496919,8,8
2026-04-17,A,692782.0005815462,0.0,8,8
2026-04-20,A,695300.9992490814,0.0036360625209959085,8,8
2026-04-21,A,699291.8711384882,0.0057397758578184715,8,8
2026-04-22,A,702078.2067313037,0.003984510199266628,8,8
2026-04-23,A,680046.1020197535,-0.0313812684973175,8,8
2026-04-24,A,679230.0466973298,0.0,8,8
2026-04-27,A,682235.1787561987,0.004424321440844606,8,8
2026-04-28,A,673280.2883154623,-0.013125811625636752,8,8
2026-04-29,A,671825.8239234997,-0.0021602658167844263,8,8
2026-04-30,A,671019.6329347915,0.0,8,8
2026-05-06,A,673870.3329173104,0.004248310843083775,8,8
2026-05-07,A,693285.2332703402,0.02881103293118603,8,8
2026-05-08,A,692453.2909904158,0.0,8,8
2026-05-11,A,707192.2929973966,0.02128519309352911,8,8
2026-05-12,A,706559.9687466235,-0.0008941334019534897,8,8
2026-05-13,A,706383.2524482827,-0.0002501079967130032,8,8
2026-05-14,A,700031.7853161388,-0.008991531311267842,8,8
2026-05-15,A,699191.7471737594,0.0,8,8
2026-05-18,A,687558.235868526,-0.016638513472531258,8,8
2026-05-19,A,688446.1833252552,0.0012914505425238587,8,8
2026-05-20,A,679896.429880874,-0.012418913273779933,8,8
2026-05-21,A,675132.2169357939,-0.007007262776648038,8,8
2026-05-22,A,674322.058275471,0.0,8,8
2026-05-25,A,677092.1923745023,0.00410802830047674,8,8
2026-05-26,A,689279.8534134675,0.01800000232793135,8,8
2026-05-27,A,694225.9787724105,0.007175786923770688,8,8
2026-05-28,A,697913.8701952216,0.005312234827818299,8,8
2026-05-29,A,697076.3735509873,0.0,8,8
2026-06-01,A,693849.4104558723,-0.004629281980504579,8,8
2026-06-02,A,703990.5228226967,0.014615725276989844,8,8
2026-06-03,A,710426.0078357013,0.009141437000033906,8,8
2026-06-04,A,705711.8459891741,-0.006635683089487268,8,8
2026-06-05,A,704864.9917739871,0.0,8,8
2026-06-08,A,677546.7208897631,-0.03875674235922827,8,8
2026-06-09,A,662712.9480808482,-0.021893357832851706,8,8
2026-06-10,A,642470.7332679459,-0.030544468568966088,8,8
2026-06-11,A,650985.64950623,0.0132533916291762,8,8
2026-06-12,A,650204.4667268225,0.0,8,8
2026-06-15,A,641850.2678341428,-0.012848571980342394,8,8
2026-06-16,A,630055.0217295107,-0.01837694349561285,8,8
2026-06-17,A,625137.3346821124,-0.007805170783178744,8,8
2026-06-18,A,624387.1698804939,0.0,8,8
2026-06-22,A,627771.0599283708,0.005419538086480005,8,8
2026-06-23,A,611573.3597737745,-0.025801922370305527,8,8
2026-06-24,A,613505.8142318962,0.0031598081035388165,8,8
2026-06-25,A,623467.5353797799,0.016237370399424272,8,8
2026-06-26,A,622719.3743373242,0.0,8,8
2026-06-29,A,628218.9553105131,0.008831555913996397,8,8
2026-06-30,A,645694.9571439739,0.027818329398900152,8,8
2026-07-01,A,648831.0277397122,0.004856891882212833,8,8
2026-07-02,A,653143.0023110582,0.006645758890981804,8,8
2026-07-03,A,652359.230708285,0.0,8,8
2026-07-06,A,633041.5115028999,-0.02961208839554741,8,8
2026-07-07,A,644119.4302901685,0.01749951399074702,8,8
2026-07-08,A,635538.8416984929,-0.013321424860309045,8,8
2026-07-09,A,632245.9864563915,-0.005181202195763679,8,8
2026-07-10,A,631487.2912726438,0.0,8,8
2026-07-13,A,626393.1928580867,-0.00806682649826726,8,8
2026-07-14,A,616164.3146934432,-0.01632980415698873,8,8
2026-07-15,A,623183.2226366241,0.011391292510461185,8,8
2026-07-16,A,618098.0739260461,-0.00815995765910267,8,8
2026-07-17,A,617356.3562373349,0.0,8,8
2026-07-20,A,632246.2521615626,0.02411880233157178,8,8
2026-07-21,A,623932.5567694,-0.013149457768613385,8,8
2026-07-22,A,628052.602991526,0.006603351880624275,8,8
2026-07-23,A,637732.8519665945,0.015413118151186206,8,8
2026-07-24,A,636967.5725442346,0.0,8,8
2026-07-27,A,627875.6569286245,-0.014273749571417388,8,8
2026-07-28,A,633154.4377121531,0.00840736653074077,8,8
2026-07-29,A,636727.2077663759,0.005642809781342822,8,8
2026-07-30,A,635963.1351170562,0.0,8,8
2025-06-03,B,1000000.0,0.0,0,0
2025-06-04,B,1000000.0,0.0,0,0
2025-06-05,B,1000000.0,0.0,0,0
2025-06-06,B,998800.0,0.0,5,5
2025-06-09,B,994520.1616231027,-0.004284980353321232,5,5
2025-06-10,B,1010875.070767122,0.016445025224352563,5,5
2025-06-11,B,1018553.3698879682,0.007595695395890335,5,5
2025-06-12,B,1016875.1922042189,-0.0016476089848230582,5,5
2025-06-13,B,1015654.9419735739,0.0,5,5
2025-06-16,B,1003807.9659985522,-0.011664370925032098,5,5
2025-06-17,B,1003132.4573785458,-0.0006729460642748151,5,5
2025-06-18,B,1004939.3080632939,0.0018012084759672312,5,5
2025-06-19,B,1022051.4833497459,0.017028068410847898,5,5
2025-06-20,B,1020825.0215697262,0.0,5,5
2025-06-23,B,1008112.0295059364,-0.012453644645426976,5,5
2025-06-24,B,997275.9116935608,-0.010748922238023838,5,5
2025-06-25,B,998737.2829928137,0.0014653630776774625,5,5
2025-06-26,B,998157.9525671835,-0.0005800628808952275,5,5
2025-06-27,B,996960.1630241029,0.0,5,5
2025-06-30,B,995994.4529430092,-0.0009686546332648323,5,5
2025-07-01,B,994299.6794731745,-0.0017015892657101352,5,5
2025-07-02,B,1001695.3016269751,0.00743802125906261,5,5
2025-07-03,B,988427.9318993402,-0.013244915600667827,5,5
2025-07-04,B,987241.8183810611,0.0,5,5
2025-07-07,B,982505.9589126983,-0.004797061246988954,5,5
2025-07-08,B,987042.7428422436,0.004617563780036482,5,5
2025-07-09,B,989062.4324477939,0.0020462027811830596,5,5
2025-07-10,B,997311.3076014518,0.008340095511709021,5,5
2025-07-11,B,996114.53403233,0.0,5,5
2025-07-14,B,984774.0858360345,-0.011384682994623765,5,5
2025-07-15,B,968315.3100929271,-0.016713250256920123,5,5
2025-07-16,B,962747.3872282971,-0.005750113425445736,5,5
2025-07-17,B,962962.2968229406,0.00022322532109095771,5,5
2025-07-18,B,961806.7420667531,0.0,5,5
2025-07-21,B,952185.23984111,-0.010003571200767714,5,5
2025-07-22,B,973042.665247728,0.02190479807279773,5,5
2025-07-23,B,981647.1587062053,0.008842873766780413,5,5
2025-07-24,B,987182.9587392716,0.005639297158830867,5,5
2025-07-25,B,985998.3391887845,0.0,5,5
2025-07-28,B,982954.3284491218,-0.003087237187607239,5,5
2025-07-29,B,978694.5686021161,-0.004333629471601874,5,5
2025-07-30,B,974048.8697229795,-0.004746832186646378,5,5
2025-07-31,B,977731.1231267442,0.003780357965829673,5,5
2025-08-01,B,976557.845778992,0.0,5,5
2025-08-04,B,977987.3958590608,0.0014638662586631936,5,5
2025-08-05,B,966151.2800298206,-0.012102523896888638,5,5
2025-08-06,B,969233.5749377263,0.003190281865393163,5,5
2025-08-07,B,964671.3075748922,-0.004707087621399398,5,5
2025-08-08,B,963513.7020058023,0.0,5,5
2025-08-11,B,934872.3724487565,-0.029725918269165798,5,5
2025-08-12,B,961327.1854421124,0.028297780288513045,5,5
2025-08-13,B,962515.2625900328,0.0012358717884109363,5,5
2025-08-14,B,975787.4971185661,0.013789115917828679,5,5
2025-08-15,B,974616.5521220238,0.0,5,5
2025-08-18,B,963566.4698148409,-0.011337876709690223,5,5
2025-08-19,B,942870.2950143422,-0.021478720408853326,5,5
2025-08-20,B,937148.7416918266,-0.006068229482644296,5,5
2025-08-21,B,957308.298972062,0.021511587631053607,5,5
2025-08-22,B,956159.5290132955,0.0,5,5
2025-08-25,B,955224.4768888782,-0.0009779248086166708,5,5
2025-08-26,B,907101.2899038442,-0.05037892992626083,5,5
2025-08-27,B,918984.7761761115,0.013100506420321522,5,5
2025-08-28,B,911487.1528230624,-0.008158593643135937,5,5
2025-08-29,B,910393.3682396747,0.0,5,5
2025-09-01,B,904765.8475059246,-0.00618141666017555,5,5
2025-09-02,B,902333.067386274,-0.0026888505201172926,5,5
2025-09-03,B,923816.2043204069,0.023808433615717696,5,5
2025-09-04,B,924888.0946824363,0.001160285300275763,5,5
2025-09-05,B,923778.2289688174,0.0,5,5
2025-09-08,B,911415.1665011571,-0.013383149851302244,5,5
2025-09-09,B,890436.3886129707,-0.023017806439102916,5,5
2025-09-10,B,879946.6311444629,-0.011780468097050358,5,5
2025-09-11,B,876980.1653592165,-0.003371188297394979,5,5
2025-09-12,B,875927.7891607855,0.0,5,5
2025-09-15,B,895252.4388102691,0.02206192095811723,5,5
2025-09-16,B,890402.8106482899,-0.005417051048108969,5,5
2025-09-17,B,902557.448439197,0.013650718130660077,5,5
2025-09-18,B,894642.5025958272,-0.008769464876786738,5,5
2025-09-19,B,893568.9315927123,0.0,5,5
2025-09-22,B,893228.6310498748,-0.0003808330066164406,5,5
2025-09-23,B,874531.5062180806,-0.020932070672452754,5,5
2025-09-24,B,871294.4898859055,-0.003701429061342385,5,5
2025-09-25,B,881979.8481615316,0.01226377349984753,5,5
2025-09-26,B,880921.4723437378,0.0,5,5
2025-09-29,B,890332.5909210737,0.01068326618523332,5,5
2025-09-30,B,889264.1918119685,0.0,5,5
2025-10-09,B,877480.6448575191,-0.013250895586427627,5,5
2025-10-10,B,876427.6680836901,0.0,5,5
2025-10-13,B,889368.4573879659,0.014765381988191661,5,5
2025-10-14,B,895878.6449573243,0.007320011762592138,5,5
2025-10-15,B,907362.1697958299,0.012818170075984715,5,5
2025-10-16,B,903354.5434270254,-0.004416788028209526,5,5
2025-10-17,B,902270.517974913,0.0,5,5
2025-10-20,B,887034.9932153235,-0.01688576148291381,5,5
2025-10-21,B,901609.9615528818,0.01643110863611696,5,5
2025-10-22,B,893673.731467158,-0.008802287490318883,5,5
2025-10-23,B,906305.1840680536,0.014134299975627896,5,5
2025-10-24,B,905217.617847172,0.0,5,5
2025-10-27,B,888109.0606569948,-0.018899938371576844,5,5
2025-10-28,B,889688.2637764788,0.0017781635042836358,5,5
2025-10-29,B,905587.0884551769,0.01787010723420346,5,5
2025-10-30,B,921466.9443034439,0.017535426521325646,5,5
2025-10-31,B,920361.1839702798,0.0,5,5
2025-11-03,B,918027.3130229953,-0.002535820705971691,5,5
2025-11-04,B,917952.9332086098,-8.102135233920525e-05,5,5
2025-11-05,B,922563.914259262,0.005023112715087752,5,5
2025-11-06,B,933673.1965910039,0.012041748175964352,5,5
2025-11-07,B,932552.7887550947,0.0,5,5
2025-11-10,B,950097.932776998,0.018814102786958678,5,5
2025-11-11,B,944479.3231589764,-0.0059137162856456975,5,5
2025-11-12,B,934303.108423692,-0.010774417698471362,5,5
2025-11-13,B,905238.5859371603,-0.03110823695702769,5,5
2025-11-14,B,904152.2996340357,0.0,5,5
2025-11-17,B,912807.0502328464,0.009572226495816905,5,5
2025-11-18,B,916757.9629057933,0.004328310864754116,5,5
2025-11-19,B,929621.6090578402,0.01403167103263965,5,5
2025-11-20,B,937129.9269643079,0.008076746316253613,5,5
2025-11-21,B,936005.3710519507,0.0,5,5
2025-11-24,B,921944.2344972589,-0.015022495585563678,5,5
2025-11-25,B,909616.4850797625,-0.01337146972258989,5,5
2025-11-26,B,871406.2380523405,-0.04200698608059139,5,5
2025-11-27,B,868885.3940831759,-0.0028928459070924227,5,5
2025-11-28,B,867842.7316102762,0.0,5,5
2025-12-01,B,852784.2232354367,-0.017351655808533994,5,5
2025-12-02,B,839626.296127585,-0.015429374452931225,5,5
2025-12-03,B,814537.7970485847,-0.02988055423550964,5,5
2025-12-04,B,785446.3893252917,-0.03571523363151896,5,5
2025-12-05,B,784503.8536581014,0.0,5,5
2025-12-08,B,782523.558349562,-0.0025242646027872975,5,5
2025-12-09,B,771908.422129932,-0.013565260887504274,5,5
2025-12-10,B,765113.9250852994,-0.008802206129432366,5,5
2025-12-11,B,785178.2605633291,0.026223984193978513,5,5
2025-12-12,B,784236.0466506531,0.0,5,5
2025-12-15,B,765119.7590107744,-0.024375680920969332,5,5
2025-12-16,B,781904.0556351935,0.02193682286563796,5,5
2025-12-17,B,777426.3325750654,-0.005726691181426968,5,5
2025-12-18,B,782090.84213012,0.005999937691336354,5,5
2025-12-19,B,781152.3331195639,0.0,5,5
2025-12-22,B,781411.2082100069,0.00033140154546971176,5,5
2025-12-23,B,779612.5561902937,-0.002301799616917899,5,5
2025-12-24,B,777668.2014130859,-0.0024940013623039768,5,5
2025-12-25,B,771118.5718093048,-0.008422138891470587,5,5
2025-12-26,B,770193.2295231336,0.0,5,5
2025-12-29,B,780936.797876235,0.013949185660530073,5,5
2025-12-30,B,787645.0412352415,0.008589995217602354,5,5
2025-12-31,B,786699.8671857592,0.0,5,5
2026-01-05,B,787008.3553404766,0.00039212940993733555,5,5
2026-01-06,B,784203.1303998071,-0.0035644157036375246,5,5
2026-01-07,B,780095.6395328951,-0.0052377894294020075,5,5
2026-01-08,B,780683.8966026792,0.0007540832687339414,5,5
2026-01-09,B,779747.0759267559,0.0,5,5
2026-01-12,B,772213.3599367744,-0.009661743176179849,5,5
2026-01-13,B,782975.9834643169,0.01393737027344846,5,5
2026-01-14,B,777390.869795488,-0.0071331864409395415,5,5
2026-01-15,B,785593.6568109574,0.010551689419284485,5,5
2026-01-16,B,784650.9444227843,0.0,5,5
2026-01-19,B,813744.9940641791,0.03707897103570992,5,5
2026-01-20,B,827664.5067550628,0.017105497167317685,5,5
2026-01-21,B,825725.2822265935,-0.002343007961127008,5,5
2026-01-22,B,819815.3786105835,-0.007157227401435228,5,5
2026-01-23,B,818831.6001562508,0.0,5,5
2026-01-26,B,834334.6174040701,0.018933095944100153,5,5
2026-01-27,B,837267.7985450155,0.0035155932401218504,5,5
2026-01-28,B,831557.3534179407,-0.006820332917375183,5,5
2026-01-29,B,848423.467641285,0.02028256277696283,5,5
2026-01-30,B,847405.3594801155,0.0,5,5
2026-02-02,B,853220.3733916607,0.006862139643668105,5,5
2026-02-03,B,842194.0061502655,-0.012923234823336592,5,5
2026-02-04,B,847940.6105032492,0.006823373606340422,5,5
2026-02-05,B,847316.7014885462,-0.0007357932937458907,5,5
2026-02-06,B,846299.92144676,0.0,5,5
2026-02-09,B,849095.8230840559,0.0033036770611018845,5,5
2026-02-10,B,848463.7882880964,-0.0007443621541604051,5,5
2026-02-11,B,849059.9016962075,0.0007025796696801699,5,5
2026-02-12,B,851470.8595747144,0.002839561582981865,5,5
2026-02-13,B,850449.0945432248,0.0,5,5
2026-02-24,B,857338.4974595096,0.008100899819271468,5,5
2026-02-25,B,861526.6317334804,0.0048850416566866405,5,5
2026-02-26,B,859783.9326590977,-0.0020228034864995022,5,5
2026-02-27,B,858752.1919399068,0.0,5,5
2026-03-02,B,865545.8237471223,0.00791105032508723,5,5
2026-03-03,B,883086.5029821658,0.020265454183703735,5,5
2026-03-04,B,866623.2929098109,-0.018642805678445944,5,5
2026-03-05,B,865198.6234227191,-0.0016439316814440548,5,5
2026-03-06,B,864160.3850746119,0.0,5,5
2026-03-09,B,854079.1766347312,-0.011665899772772192,5,5
2026-03-10,B,850303.4548679101,-0.004420810002297902,5,5
2026-03-11,B,846571.2683579229,-0.004389240674750616,5,5
2026-03-12,B,854338.0535537516,0.009174402068822429,5,5
2026-03-13,B,853312.847889487,0.0,5,5
