date,variant,period_return,ret_4w,icir_4w,vol_4w,ret_8w,icir_8w,vol_8w,ret_12w,icir_12w,vol_12w
2025-10-17,M-,-0.0263875011928415,0.03347828104661332,0.1652676754979206,0.05064251213334599,0.12046933857216147,0.3682251739927104,0.040895268398510674,0.10593041774946832,0.23757980100883985,0.03715608302966479
2025-10-24,M-,0.02051211132690578,0.08181029789117067,0.6484783863577445,0.03153933099862737,0.08111042172410543,0.23493656018159406,0.04315549145555037,0.12360944824631948,0.2915138984920013,0.03533549311763807
2025-10-31,M-,0.0023230596182992613,0.07608327830715378,0.6062663035814985,0.03137370403801691,0.0770169131812799,0.22386069723562763,0.04300493238224322,0.13139865343197887,0.3089227076860349,0.035445396254673696
2025-11-07,M-,0.02672628771482133,0.05874301841842555,0.45645873554630384,0.032173235959719396,0.09110260401383852,0.26872712453460734,0.0423769112308693,0.1309574634835753,0.3078099102807517,0.0354540955065768
2025-11-14,M-,0.03584301894271724,0.02317395746718487,0.2808207606318852,0.02063055934240785,0.05665223851379819,0.18303959560192265,0.03868851321997998,0.14364329603934634,0.3351167099977483,0.035719718870556944
2025-11-21,M-,-0.006616420175971305,0.08540447760274361,1.7408781298824243,0.012264568687601307,0.16721477549391428,0.8733576272262039,0.02393274677536606,0.16651489932684904,0.3819780924400996,0.036327323176909086
2025-11-28,M-,-0.04370866116900485,0.05827594609986653,0.8414323622459803,0.017314506998611975,0.1343592244070203,0.6602729984564449,0.02543630148459784,0.13529285928114643,0.3081879839377961,0.03658288294059879
2025-12-05,M-,0.025976800229404295,0.012244225312562418,0.09783477912846826,0.03128801797693116,0.07098724373098797,0.2750452714105205,0.032261617954265576,0.10334682932640094,0.21953687669612781,0.03922910768709128
2025-12-12,M-,-0.08592405434968164,0.011494737827145385,0.09226003022000745,0.031147664377885288,0.034668695294330254,0.16379070265846313,0.026458076322120008,0.06814697634094358,0.15600034382007555,0.036403219095648025
2025-12-19,M-,0.054034452760578056,-0.1102723354652535,-0.6603269127645006,0.04174914475452445,-0.02486785786250989,-0.07908376062938921,0.03930620152702448,0.05694244002866078,0.12314108505387333,0.038534688350729894
2025-12-26,M-,0.04917978072727003,-0.04962146252870414,-0.22396284776805744,0.05539028350373272,0.008654483571162386,0.025044580855197302,0.04319539035810211,0.08473776187831616,0.1741844981090236,0.04054023310447813
