date,symbol,name,strategy_id,triggered,detail_json
2026-03-10,300285,国瓷材料,grid5_sell,1,"{""trigger_price"": 32.4765, ""sell_price"": 32.4765, ""optimal_base_cost"": 30.93, ""base_cost_markup"": 0.05, ""high"": 38.43}"
2026-03-10,002595,豪迈科技,grid_sell,1,"{""trigger_price"": 88.91400000000002, ""sell_price"": 88.91400000000002, ""optimal_base_cost"": 84.68, ""base_cost_markup"": 0.05, ""high"": 97.28}"
2026-03-10,002595,豪迈科技,grid5_sell,1,"{""trigger_price"": 88.91400000000002, ""sell_price"": 88.91400000000002, ""optimal_base_cost"": 84.68, ""base_cost_markup"": 0.05, ""high"": 97.28}"
2026-03-11,600176,中国巨石,grid_buy,1,"{""ma20"": 25.5135, ""trigger_price"": 26.775000000000002, ""buy_price"": 26.775000000000002, ""optimal_base_cost"": 25.5, ""base_cost_markup"": 0.05, ""low"": 26.46, ""high"": 27.6}"
2026-03-11,600176,中国巨石,grid_sell,1,"{""trigger_price"": 26.775000000000002, ""sell_price"": 26.775000000000002, ""optimal_base_cost"": 25.5, ""base_cost_markup"": 0.05, ""high"": 27.6}"
2026-03-11,600176,中国巨石,grid5_buy,1,"{""ma20"": 25.5135, ""trigger_price"": 26.775000000000002, ""buy_price"": 26.775000000000002, ""optimal_base_cost"": 25.5, ""base_cost_markup"": 0.05, ""low"": 26.46, ""high"": 27.6}"
2026-03-11,600176,中国巨石,grid5_sell,1,"{""trigger_price"": 26.775000000000002, ""sell_price"": 26.775000000000002, ""optimal_base_cost"": 25.5, ""base_cost_markup"": 0.05, ""high"": 27.6}"
2026-03-11,002028,思源电气,grid_sell,1,"{""trigger_price"": 216.237, ""sell_price"": 216.237, ""optimal_base_cost"": 205.94, ""base_cost_markup"": 0.05, ""high"": 226.82}"
2026-03-11,002028,思源电气,grid5_sell,1,"{""trigger_price"": 216.237, ""sell_price"": 216.237, ""optimal_base_cost"": 205.94, ""base_cost_markup"": 0.05, ""high"": 226.82}"
2026-03-11,300285,国瓷材料,grid_sell,1,"{""trigger_price"": 32.4765, ""sell_price"": 32.4765, ""optimal_base_cost"": 30.93, ""base_cost_markup"": 0.05, ""high"": 41.73}"
