rank,asof,symbol,stock_name,mud_minus,r60,r20,close
24,2026-08-03,001896,豫能控股,0.8544303797468354,-0.2559414990859231,-0.2604482132041187,12.21
25,2026-08-03,605069,正和生态,0.8481012658227848,-0.3494962216624685,-0.2579022988505747,10.33
26,2026-08-03,603031,安孚科技,0.8417721518987342,-0.25969783585136785,-0.25467625899280577,36.26
27,2026-08-03,600596,新安股份,0.8354430379746836,-0.11878685762426267,-0.22918201915991154,10.46
28,2026-08-03,002929,润建股份,0.8291139240506329,-0.3716406449961607,-0.22895728643216073,49.1
29,2026-08-03,002457,青龙管业,0.8227848101265823,-0.054006968641115094,-0.22814498933901928,10.86
30,2026-08-03,002023,海特高新,0.8164556962025317,-0.27622641509433965,-0.22411003236245952,9.59
31,2026-08-03,603257,中国瑞林,0.810126582278481,-0.045226130653266305,-0.21791193713359114,62.7
32,2026-08-03,002487,大金重工,0.8037974683544303,-0.5083152566883586,-0.2174913693901036,40.8
33,2026-08-03,600857,宁波中百,0.7974683544303798,0.24844236760124616,-0.21575342465753422,16.03
34,2026-08-03,002149,西部材料,0.7911392405063291,-0.517088695170887,-0.2141409592434136,34.9
35,2026-08-03,603977,国泰集团,0.7848101265822784,-0.20998632010943907,-0.2132152588555858,11.55
36,2026-08-03,000688,国城矿业,0.7784810126582279,-0.3753846153846153,-0.2087973273942093,28.42
37,2026-08-03,002443,金洲管道,0.7721518987341772,-0.3081494057724957,-0.20796890184645278,8.15
38,2026-08-03,600459,贵研铂业,0.7658227848101266,-0.12482269503546084,-0.2076198630136985,18.51
39,2026-08-03,000628,高新发展,0.759493670886076,-0.40588235294117636,-0.207516002477803,38.38
40,2026-08-03,002497,雅化集团,0.7531645569620253,-0.41025641025641024,-0.1994645247657295,17.94
41,2026-08-03,600392,盛和资源,0.7468354430379747,-0.1938814531548757,-0.19725818735719736,21.08
42,2026-08-03,600961,株冶集团,0.740506329113924,-0.23360107095046856,-0.195079086115993,22.9
43,2026-08-03,002452,长高电气,0.7341772151898734,-0.017621145374449254,-0.19378163412870564,11.15
44,2026-08-03,002534,西子洁能,0.7278481012658228,-0.20774845592363833,-0.18486424032351234,14.11
45,2026-08-03,002169,智光电气,0.7215189873417721,-0.14501510574018128,-0.1838500360490266,11.32
46,2026-08-03,600531,豫光金铅,0.7151898734177216,-0.25158831003811954,-0.1785216178521618,11.78
47,2026-08-03,603777,来伊份,0.7088607594936709,-0.253551912568306,-0.1766124171187462,13.66
48,2026-08-03,000056,*ST皇庭,0.7025316455696202,0.13609467455621305,-0.1759656652360515,1.92
49,2026-08-03,002380,科远智慧,0.6962025316455697,-0.20144284128745837,-0.17012687427912332,28.78
50,2026-08-03,002294,信立泰,0.689873417721519,-0.2957148918116249,-0.16645744413758468,33.2
51,2026-08-03,601991,大唐发电,0.6835443037974683,0.11552346570397098,-0.16373477672530445,6.18
52,2026-08-03,603856,东宏股份,0.6772151898734177,-0.09780907668231609,-0.16145454545454552,11.53
53,2026-08-03,002468,申通快递,0.6708860759493671,-0.11076732673267331,-0.15866510538641687,14.37
54,2026-08-03,600999,招商证券,0.6645569620253164,0.13414634146341475,-0.15696564885496178,17.67
55,2026-08-03,002653,海思科,0.6582278481012658,0.08113069016152719,-0.15676449534717252,58.9
56,2026-08-03,600826,兰生股份,0.6518987341772152,-0.18661257606490866,-0.156677181913775,8.02
57,2026-08-03,600783,鲁信创投,0.6455696202531646,-0.3146203554119549,-0.15361596009975076,16.97
58,2026-08-03,603685,晨丰科技,0.6392405063291139,-0.23721071863581,-0.15142276422764223,25.05
59,2026-08-03,002354,天娱数科,0.6329113924050633,0.12755905511811028,-0.15065243179122179,7.16
60,2026-08-03,603466,风语筑,0.6265822784810127,0.0009891196834816984,-0.14957983193277324,10.12
61,2026-08-03,605016,百龙创园,0.620253164556962,-0.2324324324324324,-0.1442346323824829,21.3
62,2026-08-03,000793,*ST华闻,0.6139240506329114,-0.11372549019607847,-0.14393939393939403,2.26
63,2026-08-03,002647,仁东控股,0.6075949367088608,-0.3101449275362319,-0.14388489208633093,9.52
64,2026-08-03,001211,双枪科技,0.6012658227848101,-0.3813559322033898,-0.137417943107221,19.71
65,2026-08-03,000060,中金岭南,0.5949367088607594,-0.1951837769328264,-0.13251366120218588,6.35
66,2026-08-03,600400,红豆股份,0.5886075949367089,0.0,-0.13190184049079745,2.83
67,2026-08-03,002306,ST云网,0.5822784810126582,-0.20704845814977968,-0.13043478260869557,1.8
68,2026-08-03,600841,动力新科,0.5759493670886076,-0.3140877598152425,-0.1251840942562592,5.94
69,2026-08-03,600113,浙江东日,0.569620253164557,-0.3769294952023362,-0.11757754800590847,29.87
70,2026-08-03,002715,登云股份,0.5632911392405063,-0.26169265033407574,-0.11541027351567712,13.26
71,2026-08-03,603636,南威软件,0.5569620253164557,-0.3816381638163816,-0.11469072164948446,6.87
72,2026-08-03,603660,苏州科达,0.5506329113924051,-0.2520630157539384,-0.1090259159964253,9.97
73,2026-08-03,603616,韩建河山,0.5443037974683544,-0.21472392638036808,-0.10801393728222997,5.12
74,2026-08-03,603668,天马科技,0.5379746835443038,-0.20294117647058818,-0.10561056105610556,10.84
75,2026-08-03,002434,万里扬,0.5284810126582279,-0.24675324675324684,-0.1049382716049384,5.8
76,2026-08-03,600930,华电新能,0.5284810126582279,-0.3073248407643313,-0.1049382716049384,4.35
77,2026-08-03,001215,千味央厨,0.5189873417721519,-0.3421750663129973,-0.10394663702056683,32.24
78,2026-08-03,002266,浙富控股,0.5126582278481012,-0.14874551971326166,-0.10207939508506614,4.75
79,2026-08-03,002586,ST围海,0.5063291139240507,-0.2696390658174098,-0.09947643979057585,3.44
80,2026-08-03,603776,永安行,0.5,-0.038364462392730836,-0.09715639810426546,19.05
81,2026-08-03,920476,nan,0.4936708860759494,0.04040404040404044,-0.0964912280701754,20.6
82,2026-08-03,000430,张家界,0.4873417721518987,-0.157014157014157,-0.09530386740331498,6.55
83,2026-08-03,000100,TCL科技,0.4810126582278481,0.13526570048309194,-0.09441233140655114,4.7
84,2026-08-03,000601,韶能股份,0.47468354430379744,-0.09917355371900827,-0.09040333796940203,6.54
85,2026-08-03,002973,侨银股份,0.46835443037974683,-0.2504012841091493,-0.08251473477406679,9.34
86,2026-08-03,600576,祥源文旅,0.4620253164556962,-0.03595890410958902,-0.08156606851549753,5.63
87,2026-08-03,003037,三和管桩,0.45569620253164556,-0.20868347338935567,-0.08130081300813008,5.65
88,2026-08-03,603969,银龙股份,0.44936708860759494,-0.2206969376979937,-0.0809464508094645,7.38
89,2026-08-03,603739,蔚蓝生物,0.4430379746835443,-0.2354111405835544,-0.07907348242811507,11.53
90,2026-08-03,000980,众泰汽车,0.43670886075949367,-0.3295454545454546,-0.078125,1.77
91,2026-08-03,002967,广电计量,0.43037974683544306,-0.2158371040723983,-0.07573333333333343,17.33
92,2026-08-03,001313,粤海饲料,0.4240506329113924,-0.23983315954118878,-0.07487309644670048,7.29
93,2026-08-03,603779,威龙股份,0.4177215189873418,0.03409090909090917,-0.07261146496815274,7.28
94,2026-08-03,603755,日辰股份,0.41139240506329117,-0.2401628222523745,-0.07207953603976813,22.4
95,2026-08-03,600135,乐凯胶片,0.4050632911392405,-0.3883248730964467,-0.07188703465982027,7.23
96,2026-08-03,601108,财通证券,0.3987341772151899,0.017964071856287456,-0.06900328587075588,8.5
97,2026-08-03,002124,天邦食品,0.3924050632911392,-0.1240310077519381,-0.06611570247933896,2.26
98,2026-08-03,600749,西藏旅游,0.3860759493670886,-0.147560975609756,-0.0648829431438126,13.98
99,2026-08-03,605090,九丰能源,0.379746835443038,-0.244413407821229,-0.06184971098265901,32.46
100,2026-08-03,002151,北斗星通,0.37341772151898733,-0.33757094211123717,-0.058405937399161,29.18
101,2026-08-03,002650,ST加加,0.3670886075949367,-0.23483870967741938,-0.05723370429252783,5.93
102,2026-08-03,600543,*ST莫高,0.36075949367088606,-0.22845691382765532,-0.056372549019607865,3.85
103,2026-08-03,000890,法尔胜,0.35443037974683544,-0.4968152866242038,-0.055776892430278835,7.11
104,2026-08-03,600238,*ST椰岛,0.34810126582278483,-0.14473684210526327,-0.05405405405405406,4.55
105,2026-08-03,603206,嘉环科技,0.34177215189873417,-0.1939010356731875,-0.0540175557056044,14.01
106,2026-08-03,603391,力聚热能,0.33544303797468356,-0.15837245696400626,-0.05366883688192847,53.78
107,2026-08-03,000539,粤电力A,0.3291139240506329,-0.17963224893917973,-0.046052631578947456,5.8
108,2026-08-03,002360,ST同德,0.3227848101265823,-0.18327974276527326,-0.04331450094161948,5.08
109,2026-08-03,603231,索宝蛋白,0.31645569620253167,-0.15617977528089888,-0.037796284433055716,15.02
110,2026-08-03,600730,*ST高科,0.310126582278481,0.016377649325626242,-0.035648994515539156,10.55
111,2026-08-03,600143,金发科技,0.3037974683544304,-0.12387892376681608,-0.03279702970297027,15.63
112,2026-08-03,002323,*ST雅博,0.2974683544303797,-0.0699300699300699,-0.02919708029197088,1.33
113,2026-08-03,002494,华斯股份,0.2911392405063291,-0.27559055118110243,-0.025423728813559365,4.6
114,2026-08-03,000929,兰州黄河,0.2848101265822785,-0.1848030018761727,-0.02359550561797763,8.69
115,2026-08-03,600965,*ST福成,0.27848101265822783,-0.18654434250764518,-0.022058823529411797,2.66
116,2026-08-03,600272,开开实业,0.2721518987341772,-0.15306122448979598,-0.01730418943533707,10.79
117,2026-08-03,603721,中广天择,0.26582278481012656,-0.23840485478977025,-0.012921348314606784,17.57
118,2026-08-03,000681,视觉中国,0.25949367088607594,-0.2055335968379447,-0.011475409836065653,18.09
119,2026-08-03,603081,大丰实业,0.25316455696202533,-0.2652388797364086,-0.009988901220865709,8.92
120,2026-08-03,002194,武汉凡谷,0.2468354430379747,-0.29850746268656725,-0.009977827050997812,8.93
121,2026-08-03,002695,煌上煌,0.24050632911392406,-0.17297297297297287,-0.006493506493506329,10.71
122,2026-08-03,601956,东贝集团,0.23417721518987342,-0.1739864864864865,-0.0060975609756097615,4.89
123,2026-08-03,003005,竞业达,0.22784810126582278,-0.26579520697167747,-0.005899705014749235,13.48
124,2026-08-03,600883,博闻科技,0.22151898734177214,-0.20738327904451692,0.005509641873278293,7.3
125,2026-08-03,002682,龙洲股份,0.21518987341772153,-0.29984051036682613,0.013856812933025209,4.39
126,2026-08-03,002696,百洋股份,0.2088607594936709,-0.20264317180616742,0.016853932584269593,5.43
127,2026-08-03,600712,南宁百货,0.20253164556962025,-0.23006134969325154,0.020325203252032464,5.02
128,2026-08-03,603345,安井食品,0.1962025316455696,-0.1456358609794629,0.027794274854495926,86.53
129,2026-08-03,000755,山西高速,0.189873417721519,-0.008298755186721962,0.027956989247311714,4.78
130,2026-08-03,000008,神州高铁,0.18354430379746836,-0.0792452830188679,0.038297872340425476,2.44
131,2026-08-03,603043,广州酒家,0.17721518987341772,-0.035230352303523005,0.048600883652430094,14.24
132,2026-08-03,600827,百联股份,0.17088607594936708,-0.026474127557160165,0.05613577023498695,8.09
133,2026-08-03,600197,伊力特,0.16455696202531644,-0.12889983579638753,0.058882235528942006,10.61
134,2026-08-03,600059,古越龙山,0.15822784810126583,-0.038416763678696175,0.07133592736705574,8.26
135,2026-08-03,600600,青岛啤酒,0.1518987341772152,-0.06021073758153539,0.07829591249280354,56.19
136,2026-08-03,603589,口子窖,0.14556962025316456,-0.09242225142356542,0.08424908424908417,20.72
137,2026-08-03,601611,中国核建,0.13924050632911392,-0.14254062038404725,0.09425070688030157,11.61
138,2026-08-03,003816,中国广核,0.13291139240506328,-0.0897155361050328,0.09473684210526323,4.16
139,2026-08-03,002686,亿利达,0.12658227848101267,-0.24300254452926207,0.09981515711645095,5.95
140,2026-08-03,603099,长白山,0.12025316455696203,0.10923897781522052,0.10304384250209431,39.5
141,2026-08-03,002187,广百股份,0.11392405063291139,-0.1362179487179488,0.10450819672131151,5.39
142,2026-08-03,600597,光明乳业,0.10759493670886076,-0.03378378378378377,0.10852713178294571,7.15
143,2026-08-03,002226,江南化工,0.10126582278481013,-0.031775700934579376,0.11158798283261784,5.18
144,2026-08-03,000506,招金黄金,0.0949367088607595,-0.14077102803738317,0.1220442410373761,14.71
145,2026-08-03,002649,博彦科技,0.08860759493670886,-0.15257352941176472,0.12439024390243913,9.22
146,2026-08-03,605599,菜百股份,0.08227848101265822,-0.07227555053642021,0.12534246575342456,16.43
147,2026-08-03,603000,人民网,0.0759493670886076,-0.1435068216270844,0.13075383589059375,16.95
148,2026-08-03,002315,焦点科技,0.06962025316455696,-0.17265529841656524,0.13777219430485776,27.17
149,2026-08-03,002891,中宠股份,0.06329113924050633,-0.026562028373075863,0.14240170031880983,32.25
150,2026-08-03,603918,金桥信息,0.056962025316455694,-0.19999999999999996,0.15647668393782377,11.16
151,2026-08-03,601949,中国出版,0.05063291139240506,-0.027874564459930307,0.16008316008316026,5.58
152,2026-08-03,002212,天融信,0.04430379746835443,-0.13838120104438645,0.1722912966252219,6.6
153,2026-08-03,600415,小商品城,0.0379746835443038,0.013698630136986356,0.18455743879472708,12.58
154,2026-08-03,002131,利欧股份,0.03164556962025317,-0.27130681818181823,0.19859813084112132,5.13
155,2026-08-03,002987,京北方,0.02531645569620253,-0.10015408320493069,0.20288362512873315,11.68
156,2026-08-03,002946,新乳业,0.0189873417721519,-0.03483941208492114,0.21106557377049184,17.73
157,2026-08-03,003032,传智教育,0.012658227848101266,0.42920353982300874,0.811214953271028,9.69
158,2026-08-03,001258,立新能源,0.006329113924050633,0.3747300215982723,0.8185714285714287,12.73
